New Password,신규 비밀번호,module,Magento_Backend
Password Confirmation,비밀번호 확인,module,Magento_Backend
Interface Locale,인터페이스 언어,module,Magento_Backend
Current User Identity Verification,현재 사용자 신원 확인,module,Magento_Backend
Your Password,비밀번호,module,Magento_Backend
Save Cache Settings,캐시 설정 저장,module,Magento_Backend
Catalog Rewrites,카탈로그 리라이트,module,Magento_Backend
Refresh,새로고침,module,Magento_Backend
Images Cache,이미지 캐시,module,Magento_Backend
Clear,Clear,module,Magento_Backend
Search Index,Search Index,module,Magento_Backend
Rebuild,리빌드,module,Magento_Backend
Inventory Stock Status,재고 상태,module,Magento_Backend
Rebuild Catalog Index,카탈로그 인덱스 리빌드,module,Magento_Backend
Rebuild Flat Catalog Category,플랫 카탈로그 카테고리 리빌드,module,Magento_Backend
Rebuild Flat Catalog Product,플랫 카탈로그 카테고리 상품,module,Magento_Backend
Cache Control,캐시 제어,module,Magento_Backend
All Cache,모든 캐시,module,Magento_Backend
No change,변화 없음,module,Magento_Backend
Disable,비활성,module,Magento_Backend
Enable,활성,module,Magento_Backend
Add Design Change,디자인 변경 추가,module,Magento_Backend
Back,돌아가기,module,Magento_Backend
Delete,삭제,module,Magento_Backend
Are you sure?,정말입니까?,module,Magento_Backend
Save,저장,module,Magento_Backend
Edit Design Change,디자인 변경 수정,module,Magento_Backend
New Store Design Change,신규 스토어 디자인 변경,module,Magento_Backend
General Settings,일반 설정,module,Magento_Backend
Store,스토어,module,Magento_Backend
-- Please Select --,-- 선택해 주십시오 --,module,Magento_Backend
Custom Design,커스텀 디자인,module,Magento_Backend
Date From,시작 날짜,module,Magento_Backend
Date To,종료 날짜,module,Magento_Backend
Design Change,디자인 변경,module,Magento_Backend
General,General,module,Magento_Backend
Cancel,취소,module,Magento_Backend
Delete %1 '%2',%1 '%2' 삭제,module,Magento_Backend
Delete %1,%1 삭제,module,Magento_Backend
Block Information,블럭 정보,module,Magento_Backend
Backup Options,백업 옵션,module,Magento_Backend
Create DB Backup,DB 백업 생성,module,Magento_Backend
Yes,네,module,Magento_Backend
No,아니오,module,Magento_Backend
Delete Store,스토어 삭제,module,Magento_Backend
Delete Web Site,웹사이트 삭제,module,Magento_Backend
Save Web Site,웹사이트 저장,module,Magento_Backend
Save Store,스토어 저장,module,Magento_Backend
Save Store View,스토어뷰 저장,module,Magento_Backend
Delete Store View,스토어뷰 삭제,module,Magento_Backend
Edit Web Site,웹사이트 수정,module,Magento_Backend
New Web Site,신규 웹사이트,module,Magento_Backend
Edit Store,스토어 수정,module,Magento_Backend
New Store,신규 스토어,module,Magento_Backend
Edit Store View,스토어뷰 수정,module,Magento_Backend
New Store View,신규 스토어뷰,module,Magento_Backend
Store Information,스토어 정보,module,Magento_Backend
Web Site,웹사이트,module,Magento_Backend
Name,이름,module,Magento_Backend
Root Category,최상위 카테고리 추가,module,Magento_Backend
Default Store View,기본 스토어뷰,module,Magento_Backend
Store View Information,스토어뷰 정보,module,Magento_Backend
Code,코드,module,Magento_Backend
Status,상태,module,Magento_Backend
Disabled,비활성화,module,Magento_Backend
Enabled,활성화,module,Magento_Backend
Sort Order,정렬 순서,module,Magento_Backend
Web Site Information,웹사이트 정보,module,Magento_Backend
Default Store,기본 스토어,module,Magento_Backend
Set as Default,기본값으로 설정,module,Magento_Backend
Stores,스토어,module,Magento_Backend
Create Website,웹사이트 생성,module,Magento_Backend
Create Store,스토어 생성,module,Magento_Backend
Create Store View,스토어뷰 생성,module,Magento_Backend
Home,홈,module,Magento_Backend
Reset,초기화,module,Magento_Backend
Are you sure you want to do this?,정말로 이 작업을 수행하겠습니까?,module,Magento_Backend
Add New Image,신규 이미지 추가,module,Magento_Backend
Export block for grid %1 is not defined,Export block for grid %1 is not defined,module,Magento_Backend
Reset Filter,필터 재설정,module,Magento_Backend
Search,검색,module,Magento_Backend
Any,모든,module,Magento_Backend
All Countries,모든 국가,module,Magento_Backend
From,From,module,Magento_Backend
To,To,module,Magento_Backend
Date selector,날짜 선택기,module,Magento_Backend
[ deleted ],[ 삭제됨 ],module,Magento_Backend
Select All,모두 선택,module,Magento_Backend
 [deleted], [삭제됨],module,Magento_Backend
We couldn't find any records.,We couldn't find any records.,module,Magento_Backend
Add New,신규 추가,module,Magento_Backend
Invalid export type supplied for grid export block,Invalid export type supplied for grid export block,module,Magento_Backend
Export,내보내기,module,Magento_Backend
Please correct the column format and try again.,열 서식을 수정하고 다시 시도해 주십시오.,module,Magento_Backend
Please select items.,항목을 선택해 주십시오.,module,Magento_Backend
Submit,전송,module,Magento_Backend
Unknown block type,알 수없는 블록 타입,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,탭 구성을 수정하고 다시 시도하십시오. 탭 Id는 비어 있어서는 안됩니다.,module,Magento_Backend
Please correct the tab configuration and try again.,탭 구성을 수정하고 다시 시도하십시오.,module,Magento_Backend
You have logged out.,로그아웃했습니다.,module,Magento_Backend
Specified cache type(s) don't exist: %1,Specified cache type(s) don't exist: %1,module,Magento_Backend
The image cache was cleaned.,이미지 캐시를 비웠습니다.,module,Magento_Backend
An error occurred while clearing the image cache.,이미지 캐시를 비우는 도중 에러가 발생했습니다.,module,Magento_Backend
The JavaScript/CSS cache has been cleaned.,자바스크립트/CSS 캐시를 비웠습니다.,module,Magento_Backend
An error occurred while clearing the JavaScript/CSS cache.,자바스크립트/CSS 캐시를 삭제하는 도중 에러가 발생 했습니다.,module,Magento_Backend
The static files cache has been cleaned.,정적 파일 캐시를 비웠습니다.,module,Magento_Backend
You flushed the cache storage.,캐시 저장소를 비웠습니다.,module,Magento_Backend
The Magento cache storage has been flushed.,마젠토 캐시 저장소를 비웠습니다.,module,Magento_Backend
Cache Management,캐시 관리,module,Magento_Backend
%1 cache type(s) disabled.,%1 캐시 타입이 비활성화 되었습니다.,module,Magento_Backend
An error occurred while disabling cache.,캐시 비활성화 도중 에러가 발생했습니다.,module,Magento_Backend
%1 cache type(s) enabled.,%1 캐시 타입이 활성화 되었습니다.,module,Magento_Backend
An error occurred while enabling cache.,캐시 활성화 도중 에러가 발생했습니다.,module,Magento_Backend
%1 cache type(s) refreshed.,%1 캐시 타입이 갱신되었습니다.,module,Magento_Backend
An error occurred while refreshing cache.,캐시 갱신 도중 에러가 발생했습니다.,module,Magento_Backend
Dashboard,대시보드,module,Magento_Backend
We updated lifetime statistic.,총 통계를 업데이트 했습니다.,module,Magento_Backend
We can't refresh lifetime statistics.,We can't refresh lifetime statistics.,module,Magento_Backend
invalid request,잘못된 요청,module,Magento_Backend
see error log for details,자세한 내용은 에러 로그를 참조하십시오,module,Magento_Backend
Service unavailable: %1,서비스 사용할 수 없음: %1,module,Magento_Backend
Error,에러,module,Magento_Backend
Access Denied.,액세스 거부됨,module,Magento_Backend
You need more permissions to do this.,권한이 없습니다.,module,Magento_Backend
No search modules were registered,검색 모듈이 등록되지 않았습니다,module,Magento_Backend
Please make sure that all global admin search modules are installed and activated.,모든 글로벌 관리자 검색 모듈이 설치되고 활성화되었는지 확인하십시오.,module,Magento_Backend
You saved the account.,계정을 저장했습니다.,module,Magento_Backend
An error occurred while saving account.,계정 저장중 에러가 발생했습니다.,module,Magento_Backend
You deleted the design change.,디자인 변경을 삭제했습니다.,module,Magento_Backend
You can't delete the design change.,디자인 변경을 삭제할 수 없습니다.,module,Magento_Backend
Store Design,스토어 디자인,module,Magento_Backend
Edit Store Design Change,스토어 디자인 변경 수정,module,Magento_Backend
You saved the design change.,디자인 변경을 저장했습니다.,module,Magento_Backend
System,시스템,module,Magento_Backend
Manage Stores,스토어 관리,module,Magento_Backend
The database was backed up.,데이터베이스가 백업되었습니다.,module,Magento_Backend
We can't create a backup right now. Please try again later.,백업을 만들 수 없습니다. 잠시후 다시 시도하십시오.,module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.",module,Magento_Backend
Something went wrong. Please try again.,문제가 발생했습니다. 다시 시도해 주십시오.,module,Magento_Backend
This store cannot be deleted.,해당 스토어는 삭제할 수 없습니다.,module,Magento_Backend
You deleted the store.,스토어를 삭제하였습니다.,module,Magento_Backend
Unable to delete the store. Please try again later.,스토어를 삭제할 수 없습니다. 잠시후 다시 시도해 주십시오.,module,Magento_Backend
This store view cannot be deleted.,해당 스토어뷰는 삭제할 수 없습니다.,module,Magento_Backend
Store View,스토어뷰,module,Magento_Backend
You deleted the store view.,스토어뷰를 삭제하였습니다.,module,Magento_Backend
Unable to delete the store view. Please try again later.,스토어뷰를 삭제할 수 없습니다. 잠시후 다시 시도해 주십시오.,module,Magento_Backend
This website cannot be deleted.,해당 웹사이트는 삭제할 수 없습니다.,module,Magento_Backend
You deleted the website.,웹사이트를 삭제했습니다.,module,Magento_Backend
Unable to delete the website. Please try again later.,웹사이트를 삭제할 수 없습니다. 잠시후 다시 시도해 주십시오.,module,Magento_Backend
The website does not exist.,웹사이트가 존재하지 않습니다.,module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,웹사이트 코드를 수정하기 전에 index.php 파일에서 사용되고 있지 않은지 반드시 확인해 주시기 바랍니다.,module,Magento_Backend
The store does not exist,스토어가 존재하지 않습니다.,module,Magento_Backend
Store view doesn't exist,스토어뷰가 존재하지 않습니다.,module,Magento_Backend
Before modifying the store view code please make sure it is not used in index.php.,스토어뷰 코드를 수정하기 전에 index.php 파일에서 사용되고 있지 않은지 반드시 확인해 주시기 바랍니다.,module,Magento_Backend
New ,New ,module,Magento_Backend
You saved the website.,웹사이트를 저장했습니다.,module,Magento_Backend
An inactive store view cannot be saved as default store view,비활성화된 스토어뷰는 기본 스토어뷰가 될 수 없습니다.,module,Magento_Backend
You saved the store.,스토어를 저장했습니다.,module,Magento_Backend
The default store cannot be disabled,기본 스토어는 비활성화될 수 없습니다.,module,Magento_Backend
You saved the store view.,스토어뷰를 저장했습니다.,module,Magento_Backend
Something went wrong while saving. Please review the error log.,저장중 문제가 발생했습니다. 에러 로그를 확인해 주십시오.,module,Magento_Backend
Last 24 Hours,지난 24시간,module,Magento_Backend
Last 7 Days,지난 7일,module,Magento_Backend
Current Month,이번 달,module,Magento_Backend
YTD,YTD,module,Magento_Backend
2YTD,2YTD,module,Magento_Backend
Authentication storage is incorrect.,인증 저장소가 잘못되었습니다.,module,Magento_Backend
You did not sign in correctly or your account is temporarily disabled.,올바르게 로그인하지 않았거나 일시적으로 사용이 중지된 계정입니다.,module,Magento_Backend
Authentication error occurred.,인증 에러 발생.,module,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),관리자 새션 수면은 31536000초(1년) 이하여야 합니다.,module,Magento_Backend
Admin session lifetime must be greater than or equal to 60 seconds,관리자 새션 수면은 60초 이상이어야 합니다.,module,Magento_Backend
Order,주문,module,Magento_Backend
Order #%1,주문번호 #%1,module,Magento_Backend
Access denied,접근 거부,module,Magento_Backend
Please try to sign out and sign in again.,로그아웃 후 다시 로그인하십시오.,module,Magento_Backend
"If you continue to receive this message, please contact the store owner.",이 메세지가 계속 나타나면 스토어에 문의하시기 바랍니다.,module,Magento_Backend
You need more permissions to access this.,권한이 없습니다.,module,Magento_Backend
"Welcome, please sign in",환영합니다! 로그인하세요.,module,Magento_Backend
Username,사용자 이름,module,Magento_Backend
user name,사용자 이름,module,Magento_Backend
Password,비밀번호,module,Magento_Backend
password,비밀번호,module,Magento_Backend
Sign in,로그인,module,Magento_Backend
Select Range:,범위 선택:,module,Magento_Backend
No Data Found,데이터가 없습니다,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","차트가 비활성화 되어있습니다. 활성화 하려면 <a href=""%1"">이곳을</a> 클릭하십시오.",module,Magento_Backend
Last Orders,마지막 주문,module,Magento_Backend
Last Search Terms,마지막 검색어,module,Magento_Backend
Top Search Terms,상위 검색어,module,Magento_Backend
There are no search keywords.,검색 키워드가 없습니다.,module,Magento_Backend
View Statistics For:,다음 통계 보기:,module,Magento_Backend
All Websites,모든 웹사이트,module,Magento_Backend
Reload Data,데이터 리로드,module,Magento_Backend
Browse Files...,파일 찾기...,module,Magento_Backend
Magento,마젠토,module,Magento_Backend
Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,module,Magento_Backend
ver. %1,버전 %1,module,Magento_Backend
Magento Admin Panel,마젠토 관리자 패널,module,Magento_Backend
Account Setting,계정 설정,module,Magento_Backend
Customer View,Customer View,module,Magento_Backend
Sign Out,로그아웃,module,Magento_Backend
About the calendar,About the calendar,module,Magento_Backend
Close,닫기,module,Magento_Backend
Go Today,오늘로 가기,module,Magento_Backend
Previous,이전,module,Magento_Backend
Next,다음,module,Magento_Backend
WK,WK,module,Magento_Backend
Time,시간,module,Magento_Backend
Hour,시,module,Magento_Backend
Minute,분,module,Magento_Backend
JavaScript may be disabled in your browser.,브라우저에서 자바스크립트가 비활성화되었을 수 있습니다.,module,Magento_Backend
To use this website you must first enable JavaScript in your browser.,웹사이트를 이용하기 위해서는 먼저 브라우저에서 자바스크립트를 활성화 시켜야 합니다.,module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.",데모사이트 입니다. 상품 주문은 가능하지만 실제 처리되지는 않습니다.,module,Magento_Backend
Report Bugs,버그 보고,module,Magento_Backend
Store View:,스토어뷰:,module,Magento_Backend
Stores Configuration,스토어 설정,module,Magento_Backend
Please confirm scope switching. All data that hasn't been saved will be lost.,적용 범위 변경을 확인해 주십시오. 저장하지 않은 모든 데이터가 삭제됩니다.,module,Magento_Backend
Additional Cache Management,추가 캐시 관리,module,Magento_Backend
Flush Catalog Images Cache,카탈로그 이미지 캐시 비우기,module,Magento_Backend
Pregenerated product images files,미리 생성된 상품 이미지 파일,module,Magento_Backend
Flush JavaScript/CSS Cache,자바스크립트/CSS Cache 비우기,module,Magento_Backend
Themes JavaScript and CSS files combined to one file,테마의 자바스크립트와 CSS가 하나의 파일로 결합됩니다.,module,Magento_Backend
Flush Static Files Cache,정적 파일 캐시 비우기,module,Magento_Backend
